Koşu,At İsmi,Profil Linki,Jokey,Son Kilo,Son Mesafe,Son Pist,Son Derece,Kilo,Bugünkü Mesafe,Bugünkü Pist,Şehir,Son Hipodrom
6,PARİMA,/at/100392/parima,A.Yıldız,58,1400,Sentetik,1.24.46,54.6,1300,Çim,İstanbul,İstanbul
6,HERKHAN STAR,/at/99819/herkhan-star,A.Sözen,56,1300,Sentetik,1.17.82,56.3,1300,Çim,İstanbul,İstanbul
6,YAZ,/at/100591/yaz,O.Öztürk,56.2,1200,Çim,1.09.99,56,1300,Çim,İstanbul,Bursa
6,ARNAVUT KIZ,/at/99617/arnavut-kiz,Murat Keçeci,56,1600,Çim,1.37.72,58,1300,Çim,İstanbul,İstanbul
6,BIRDS EYE VIEW,/at/100512/birds-eye-view,Ahmet Çelik,55.4,1300,Sentetik,1.17.91,51.2,1300,Çim,İstanbul,İstanbul
6,TANNUR STAR,/at/101864/tannur-star,E.Aktuğ,54.7,1900,Çim,2.04.42,52,1300,Çim,İstanbul,İstanbul
7,BEROSH,/at/101486/berosh,G.Özçelik,59,1200,Kum,1.26.61,56.5,1400,Çim,İstanbul,Kocaeli
7,HEP BİRLİKTE,/at/102394/hep-birlikte,M.M.Bilgin,59,1300,Çim,1.25.34,60,1400,Çim,İstanbul,Bursa
7,SERPENÇE,/at/102075/serpence,M.Çiçek,59,1400,Çim,1.33.87,57,1400,Çim,İstanbul,Ankara
7,ALMUTANABİY,/at/102339/almutanabiy,A.Kurşun,57.2,1200,Çim,1.19.09,57,1400,Çim,İstanbul,İstanbul
7,ÇETİNBAŞ,/at/101691/cetinbas,Murat Keçeci,56,1400,Çim,1.34.22,57,1400,Çim,İstanbul,İstanbul
7,LOSTRA,/at/101214/lostra,Ahmet Çelik,57,1400,Çim,1.32.91,57,1400,Çim,İstanbul,İstanbul
7,OLDU MU YA,/at/101613/oldu-mu-ya,Berkant Gökçe,55,1400,Kum,1.39.26,54,1400,Çim,İstanbul,Bursa
7,BAY UMUT,/at/102506/bay-umut,Müs.Çelik,55,1400,Sentetik,1.35.24,57,1400,Çim,İstanbul,İstanbul
7,TUTKUN BEY,/at/101440/tutkun-bey,V.Abiş,55,1300,Sentetik,1.27.87,57,1400,Çim,İstanbul,İstanbul
7,YEŞİLKÖYLÜ,/at/103067/yesilkoylu,A.Sözen,56.7,1400,Sentetik,1.36.90,57.1,1400,Çim,İstanbul,İstanbul
8,BAHRAIN,/at/95747/bahrain,A.Yıldız,62,1600,Çim,1.36.89,62,1400,Sentetik,İstanbul,İstanbul
8,BELLO BOY,/at/92372/bello-boy,A.Sözen,62,1200,Çim,1.11.34,60,1400,Sentetik,İstanbul,İstanbul
8,POLPOO,/at/87293/polpoo,Müs.Çelik,57,1500,Kum,1.36.40,57,1400,Sentetik,İstanbul,Kocaeli
8,SANDUHAN,/at/95265/sanduhan,Ahmet Çelik,57,1300,Sentetik,1.17.21,58,1400,Sentetik,İstanbul,İstanbul
8,DAGMAR,/at/90666/dagmar,A.Kurşun,56.7,2000,Sentetik,2.04.97,60,1400,Sentetik,İstanbul,İstanbul
8,EDGAR,/at/89739/edgar,G.Özçelik,56,1400,Kum,1.27.00,57,1400,Sentetik,İstanbul,Kocaeli
8,SONG RISING,/at/94309/song-rising,H.Karataş,56,1500,Sentetik,1.32.89,56,1400,Sentetik,İstanbul,İstanbul
8,PERFECT SUNSET,/at/98057/perfect-sunset,V.Abiş,54.9,1500,Sentetik,1.31.15,58,1400,Sentetik,İstanbul,İstanbul
9,CHICA BRAVA,/at/104199/chica-brava,Müs.Çelik,57,,,,,1200,Sentetik,İstanbul,
9,ILGAZ WIND,/at/104394/ilgaz-wind,N.Avci,57,,,,,1200,Sentetik,İstanbul,
9,MS EVDOXIA,/at/104126/ms-evdoxia,E.Bozdağ,57,,,,,1200,Sentetik,İstanbul,
9,NINETEEN,/at/104335/nineteen,E.Aktuğ,57,,,,,1200,Sentetik,İstanbul,
9,PERA CORDELIA,/at/104372/pera-cordelia,V.Abiş,57,,,,,1200,Sentetik,İstanbul,
9,SKY BLAZE,/at/104600/sky-blaze,Ahmet Çelik,57,,,,,1200,Sentetik,İstanbul,
9,SPECIAL BEAUTY,/at/103283/special-beauty,A.Yıldız,57,,,,,1200,Sentetik,İstanbul,
9,STEALTH IN GREY,/at/102872/stealth-in-grey,A.Kurşun,57.2,,,,,1200,Sentetik,İstanbul,
9,SUPER SHADOW,/at/103828/super-shadow,M.M.Bilgin,57,,,,,1200,Sentetik,İstanbul,
9,WHITE STARLIGHT,/at/103773/white-starlight,A.Sözen,57,,,,,1200,Sentetik,İstanbul,
9,YEL ANA,/at/104164/yel-ana,G.Özçelik,57,,,,,1200,Sentetik,İstanbul,
10,AGGRESIVE DANCE,/at/99675/aggresive-dance,M.M.Bilgin,59,1500,Sentetik,1.35.58,59,1200,Çim,İstanbul,İstanbul
10,LORD OF THE WOLF,/at/100799/lord-of-the-wolf,N.Avci,58,2100,Sentetik,2.15.81,58,1200,Çim,İstanbul,İstanbul
10,DARK MONEY,/at/100252/dark-money,Ö.Faruk Özen,52.8,1600,Çim,1.47.44,56,1200,Çim,İstanbul,İstanbul
10,EARTHLIGHT,/at/100062/earthlight,S.Akbulat,56,,,,,1200,Çim,İstanbul,
10,MUSKETEER,/at/100185/musketeer,Z.Karabulut,54,1400,Çim,1.27.19,58,1200,Çim,İstanbul,Bursa
10,MUZAFFER AĞA,/at/97920/muzaffer-aga,Müs.Çelik,56.1,1700,Çim,1.46.02,52,1200,Çim,İstanbul,Bursa
10,SARGAN,/at/98897/sargan,B.Akçay,56,1200,Kum,1.35.14,56,1200,Çim,İstanbul,Diyarbakır
10,DOCKING BAY,/at/100943/docking-bay,A.Kurşun,56,1600,Çim,1.38.76,55,1200,Çim,İstanbul,İstanbul
10,DOLPHINS FLOWER,/at/99304/dolphins-flower,U.Temur,56,1500,Sentetik,1.36.18,56,1200,Çim,İstanbul,İstanbul
10,DÖNE GELİN,/at/101281/done-gelin,S.Özen,56,1400,Çim,1.27.39,56,1200,Çim,İstanbul,İstanbul
10,EARTHBENDER,/at/100856/earthbender,A.Aslan,54,1400,Kum,Drc.siz,55,1200,Çim,İstanbul,Kocaeli
10,HILLS OF SPIRIT,/at/100367/hills-of-spirit,V.Abiş,54.8,1500,Sentetik,1.33.35,54.3,1200,Çim,İstanbul,İstanbul
10,KAISERIN SISI,/at/101070/kaiserin-sisi,Murat Keçeci,56,1600,Çim,1.42.84,55.7,1200,Çim,İstanbul,İstanbul
10,MISS HONEY BADGER,/at/99759/miss-honey-badger,Furkan Çelik,54,1600,Çim,1.39.39,54,1200,Çim,İstanbul,İstanbul
10,MİSAKA,/at/99591/misaka,E.Aktuğ,54.6,1300,Sentetik,1.20.74,52.7,1200,Çim,İstanbul,İstanbul
10,POWERFULL LADY,/at/102659/powerfull-lady,E.Avşar,53,1600,Çim,1.39.05,53,1200,Çim,İstanbul,İstanbul
10,SCORPIONS FIRE,/at/100875/scorpions-fire,E.Bozdağ,54,2100,Sentetik,2.19.70,54.9,1200,Çim,İstanbul,İstanbul
10,TRUE REFLECTION,/at/100379/true-reflection,A.Sözen,56.4,1500,Sentetik,1.36.85,56,1200,Çim,İstanbul,İstanbul
10,OKYANUS İNCİSİ,/at/102459/okyanus-incisi,O.Öztürk,55.6,2100,Sentetik,2.19.49,56,1200,Çim,İstanbul,İstanbul
10,GHOST LETTERS,/at/100956/ghost-letters,Efe Korkmaz,50.3,1200,Kum,1.18.21,56,1200,Çim,İstanbul,Kocaeli
10,HOLY BEERY,/at/100702/holy-beery,Y.Gökçe,52,1600,Çim,1.44.89,56,1200,Çim,İstanbul,İstanbul
10,RAPID SON,/at/102371/rapid-son,D.Kaya,58,,,,,1200,Çim,İstanbul,
